start_time,end_time,wav_file,emotion,val,act,dom
55.8649,61.445,Ses02F_impro08_M005,neu,3.0,3.0,3.0
62.443000000000005,64.3092,Ses02F_impro08_M006,neu,4.0,2.5,3.0
78.2023,87.4005,Ses02F_impro08_M007,neu,3.0,4.0,4.0
107.6198,109.3063,Ses02F_impro08_M008,neu,3.0,3.0,3.0
109.8178,116.1077,Ses02F_impro08_M009,neu,3.5,4.0,3.5
116.163,120.5591,Ses02F_impro08_M010,neu,3.0,4.0,3.5
122.0458,123.6128,Ses02F_impro08_M011,neu,3.0,3.0,3.0
125.5349,127.8996,Ses02F_impro08_M012,neu,2.5,3.5,3.5
130.3879,134.9498,Ses02F_impro08_M013,neu,3.5,3.0,2.5
148.3729,154.4831,Ses02F_impro08_M015,neu,3.0,3.0,3.0
171.9981,177.3618,Ses02F_impro08_M016,neu,3.0,3.0,2.5
199.107,202.0927,Ses02F_impro08_M018,neu,3.5,2.5,3.0
204.6773,205.9775,Ses02F_impro08_M019,neu,4.0,2.5,2.5
5.32,7.358,Ses02M_impro01_F000,neu,4.0,3.0,3.0
10.370999999999999,11.6114,Ses02M_impro01_F001,neu,3.5,2.5,2.5
11.6114,14.6855,Ses02M_impro01_F002,neu,3.0,3.0,3.0
17.819000000000003,24.7376,Ses02M_impro01_F003,neu,3.0,3.0,3.0
27.98,29.622,Ses02M_impro01_F004,neu,3.0,3.0,3.0
30.0939,36.9427,Ses02M_impro01_F005,neu,3.0,3.5,3.0
38.8667,44.0823,Ses02M_impro01_F006,neu,2.5,3.0,2.5
98.7147,100.1295,Ses02M_impro01_F015,neu,2.5,2.5,3.0
104.7414,106.0901,Ses02M_impro01_F016,neu,2.5,2.0,2.5
7.34,10.0,Ses02M_impro01_M001,neu,3.5,3.0,2.5
10.01,12.2924,Ses02M_impro01_M002,neu,3.0,3.5,2.5
14.3252,17.6205,Ses02M_impro01_M003,neu,3.5,3.0,2.5
24.5138,28.15,Ses02M_impro01_M004,neu,3.0,3.5,3.0
28.23,31.2973,Ses02M_impro01_M005,neu,2.5,3.5,2.5
44.2341,52.43,Ses02M_impro01_M007,ang,1.5,4.0,4.0
52.44,54.53,Ses02M_impro01_M008,ang,2.0,3.5,3.5
57.3791,64.1421,Ses02M_impro01_M009,ang,1.5,4.5,4.0
66.9831,73.6261,Ses02M_impro01_M010,ang,2.0,4.0,3.5
74.2423,76.2871,Ses02M_impro01_M011,ang,2.5,4.0,3.5
119.1904,126.0898,Ses02M_impro01_M018,ang,2.0,4.5,4.0
129.4304,137.7264,Ses02M_impro01_M019,ang,2.5,4.5,4.0
3.9987,6.0541,Ses02M_impro02_F000,sad,2.5,2.5,3.5
15.5524,23.3599,Ses02M_impro02_F001,sad,1.5,2.5,4.5
23.579,26.4151,Ses02M_impro02_F002,sad,1.5,2.5,4.0
31.3058,32.6401,Ses02M_impro02_F003,sad,2.0,2.5,3.0
33.4566,37.3201,Ses02M_impro02_F004,sad,2.0,3.0,4.0
54.02,55.5818,Ses02M_impro02_F005,sad,4.0,2.5,3.5
56.6174,58.0712,Ses02M_impro02_F006,sad,2.5,2.0,3.0
59.0868,61.0584,Ses02M_impro02_F007,sad,2.5,2.5,3.0
64.7625,67.7895,Ses02M_impro02_F008,sad,4.0,3.0,3.0
84.1439,88.959,Ses02M_impro02_F009,sad,2.0,3.0,4.0
89.8468,96.5662,Ses02M_impro02_F010,sad,3.0,3.0,4.0
137.8409,142.0114,Ses02M_impro02_F012,sad,4.0,2.5,3.0
155.7643,160.4854,Ses02M_impro02_F013,sad,1.5,3.0,4.0
178.7739,181.4226,Ses02M_impro02_F014,sad,3.0,2.0,3.0
7.0366,15.1,Ses02M_impro02_M000,sad,2.0,3.0,4.0
26.7598,31.4253,Ses02M_impro02_M001,sad,3.5,3.0,3.5
32.68,33.6558,Ses02M_impro02_M002,sad,4.0,2.5,2.5
61.7187,63.7973,Ses02M_impro02_M007,sad,3.0,2.5,3.5
67.8916,74.1377,Ses02M_impro02_M008,sad,2.5,2.5,3.5
75.0359,84.1992,Ses02M_impro02_M009,sad,3.0,2.5,4.0
120.2518,128.8678,Ses02M_impro02_M013,sad,2.0,2.5,3.0
129.5686,137.7099,Ses02M_impro02_M014,neu,2.5,2.5,3.5
159.4932,164.3,Ses02M_impro02_M017,sad,3.0,2.5,3.5
165.83,178.4193,Ses02M_impro02_M018,sad,4.0,3.0,4.0
5.2402,9.0515,Ses02M_impro03_F000,hap,4.5,3.5,3.5
12.123,14.0146,Ses02M_impro03_F001,hap,4.0,3.5,3.5
23.2289,25.5477,Ses02M_impro03_F003,hap,4.5,4.0,4.0
26.9512,28.2937,Ses02M_impro03_F004,hap,4.0,3.5,3.5
31.1617,32.911,Ses02M_impro03_F005,hap,4.5,4.0,4.0
40.5591,44.4238,Ses02M_impro03_F007,hap,4.0,3.5,3.5
48.8635,53.0889,Ses02M_impro03_F008,hap,5.0,4.5,4.0
74.955,77.0704,Ses02M_impro03_F011,hap,5.0,4.5,4.0
77.0907,80.57,Ses02M_impro03_F012,hap,4.5,4.5,3.5
85.3339,94.6853,Ses02M_impro03_F013,hap,5.0,4.0,4.5
95.4379,96.8617,Ses02M_impro03_F014,hap,4.0,3.0,3.0
99.6891,103.4785,Ses02M_impro03_F015,hap,4.5,4.0,4.0
104.4488,106.5845,Ses02M_impro03_F016,hap,3.5,3.5,3.5
107.2558,109.6966,Ses02M_impro03_F017,hap,4.5,3.0,4.0
113.3783,115.3716,Ses02M_impro03_F018,hap,4.0,3.0,3.0
135.37,137.95,Ses02M_impro03_F020,hap,4.0,3.5,3.5
152.6886,157.9201,Ses02M_impro03_F023,hap,4.0,3.0,4.0
158.8655,164.7588,Ses02M_impro03_F024,hap,4.5,4.5,4.5
186.1365,191.4453,Ses02M_impro03_F028,hap,4.5,3.5,3.5
3.1431,5.553,Ses02M_impro03_M000,hap,4.0,4.0,3.5
9.1156,12.3065,Ses02M_impro03_M001,hap,4.5,4.0,4.0
28.2293,31.5075,Ses02M_impro03_M005,hap,4.5,4.5,4.0
53.04,58.33,Ses02M_impro03_M008,hap,4.0,4.0,3.5
58.3367,64.1134,Ses02M_impro03_M009,hap,4.0,4.0,4.0
65.1724,72.73,Ses02M_impro03_M010,hap,4.0,3.5,3.5
72.74,76.14,Ses02M_impro03_M011,hap,4.0,3.5,4.0
76.8059,77.7009,Ses02M_impro03_M012,hap,4.5,2.5,3.0
86.83,88.3,Ses02M_impro03_M014,hap,4.0,2.5,2.5
88.46,90.1494,Ses02M_impro03_M015,hap,4.0,3.5,3.5
94.4412,95.804,Ses02M_impro03_M016,hap,4.0,3.5,3.5
96.6583,100.279,Ses02M_impro03_M017,hap,4.0,3.0,3.5
103.33,104.9776,Ses02M_impro03_M018,hap,4.5,3.0,3.5
105.9947,107.4795,Ses02M_impro03_M019,hap,5.0,3.5,3.5
109.5372,114.5874,Ses02M_impro03_M020,hap,4.0,4.5,4.0
115.1625,119.6025,Ses02M_impro03_M021,hap,4.0,4.0,4.0
143.6282,150.2993,Ses02M_impro03_M024,hap,3.5,3.5,4.0
157.619,158.9208,Ses02M_impro03_M026,hap,4.5,3.5,4.0
164.7903,172.9558,Ses02M_impro03_M027,hap,4.0,3.5,4.0
174.7051,176.43400000000003,Ses02M_impro03_M028,hap,3.5,3.0,3.5
185.2618,189.2079,Ses02M_impro03_M030,hap,4.0,3.0,3.5
190.9368,191.8928,Ses02M_impro03_M031,hap,4.0,3.0,3.0
5.1157,6.9185,Ses02M_impro04_F000,neu,3.3333,2.6667,2.3333
13.1185,16.2387,Ses02M_impro04_F001,neu,3.0,2.3333,2.3333
24.9578,28.19,Ses02M_impro04_F002,neu,3.3333,2.0,2.6667
28.2,31.74,Ses02M_impro04_F003,neu,3.3333,2.3333,3.0
37.9351,40.8943,Ses02M_impro04_F004,neu,2.6667,3.0,2.3333
54.751000000000005,61.4736,Ses02M_impro04_F005,neu,3.3333,2.3333,2.6667
73.8543,79.1665,Ses02M_impro04_F006,neu,3.3333,2.3333,2.3333
85.5106,89.9409,Ses02M_impro04_F007,neu,3.6667,2.3333,3.0
96.7713,103.3594,Ses02M_impro04_F008,neu,3.3333,2.3333,3.0
117.76,119.58,Ses02M_impro04_F009,sad,2.0,1.3333,2.0
139.5605,145.0028,Ses02M_impro04_F010,neu,3.0,2.0,3.0
145.0661,155.5569,Ses02M_impro04_F011,neu,3.0,2.0,3.3333
155.645,159.2365,Ses02M_impro04_F012,neu,3.0,1.6667,3.6667
174.11,180.8,Ses02M_impro04_F014,neu,3.3333,2.3333,3.3333
180.81,188.2546,Ses02M_impro04_F015,neu,3.0,2.3333,3.3333
196.1824,201.1541,Ses02M_impro04_F016,neu,3.0,2.6667,3.0
117.9015,123.4099,Ses02M_impro04_M014,sad,2.3333,2.3333,2.3333
167.71,170.99,Ses02M_impro04_M019,ang,2.0,3.3333,3.0
214.4085,217.5372,Ses02M_impro04_M022,sad,2.6667,1.6667,1.6667
3.6155,4.8484,Ses02M_impro05_F000,neu,3.5,3.0,2.5
9.295,13.2588,Ses02M_impro05_F001,neu,3.5,3.0,3.0
14.74,16.49,Ses02M_impro05_F002,neu,3.0,2.5,2.5
16.49,27.9028,Ses02M_impro05_F003,neu,3.0,3.0,3.0
30.47,36.5507,Ses02M_impro05_F004,neu,3.0,3.0,3.0
38.1619,46.2674,Ses02M_impro05_F005,neu,2.5,3.0,3.0
46.2872,53.6683,Ses02M_impro05_F006,neu,2.5,3.0,3.5
56.6475,69.87,Ses02M_impro05_F007,neu,2.5,3.0,3.5
69.88,72.1149,Ses02M_impro05_F008,neu,3.0,2.5,2.5
74.3085,75.0407,Ses02M_impro05_F009,neu,3.0,2.5,2.5
81.36,82.59,Ses02M_impro05_F010,neu,3.0,2.5,2.5
83.1331,94.2758,Ses02M_impro05_F011,neu,2.0,3.0,3.5
100.2715,104.9224,Ses02M_impro05_F012,neu,2.5,3.0,3.0
105.3994,111.5716,Ses02M_impro05_F013,neu,2.5,3.0,3.0
111.7101,113.5505,Ses02M_impro05_F014,neu,2.5,2.5,2.5
119.3685,125.56,Ses02M_impro05_F015,neu,3.0,3.0,3.5
125.59,127.15,Ses02M_impro05_F016,neu,3.0,2.5,2.5
133.4189,141.79,Ses02M_impro05_F017,neu,2.5,3.0,2.5
141.8,145.15,Ses02M_impro05_F018,neu,2.0,2.5,3.0
152.8519,154.4152,Ses02M_impro05_F019,neu,3.0,2.5,3.0
159.91,162.69,Ses02M_impro05_F020,neu,3.0,3.5,3.5
162.7,165.64,Ses02M_impro05_F021,neu,3.0,3.5,3.0
180.8041,187.9777,Ses02M_impro05_F023,neu,2.5,3.5,3.0
203.06,209.3303,Ses02M_impro05_F024,neu,2.5,3.0,3.0
211.7643,217.8594,Ses02M_impro05_F025,neu,2.5,3.0,3.5
217.8694,226.37,Ses02M_impro05_F026,neu,2.5,3.0,3.5
2.6966,3.9776,Ses02M_impro05_M000,neu,3.5,3.0,2.5
4.9295,9.479,Ses02M_impro05_M001,neu,3.0,2.5,3.0
11.48,16.5042,Ses02M_impro05_M002,neu,3.0,3.5,3.0
27.2271,31.5242,Ses02M_impro05_M003,neu,3.0,3.5,2.5
112.1652,119.18,Ses02M_impro05_M013,ang,2.0,4.5,4.0
126.7989,133.6168,Ses02M_impro05_M016,ang,2.0,4.0,4.0
148.04,153.3268,Ses02M_impro05_M018,ang,2.0,4.0,4.0
207.03,211.9163,Ses02M_impro05_M025,ang,1.5,4.0,4.5
225.36,230.89,Ses02M_impro05_M026,ang,2.0,4.0,4.0
36.84,40.93,Ses02M_impro06_F002,sad,1.5,1.5,2.5
49.85,53.681000000000004,Ses02M_impro06_F003,sad,1.5,2.0,3.5
69.6811,74.42,Ses02M_impro06_F004,sad,2.0,2.5,3.5
98.49,100.03,Ses02M_impro06_F005,sad,2.0,2.0,3.0
107.96,110.15,Ses02M_impro06_F006,sad,2.5,1.5,2.5
117.4822,118.2464,Ses02M_impro06_F007,sad,2.5,1.0,2.0
135.498,140.6869,Ses02M_impro06_F008,sad,2.0,2.5,3.0
145.7747,148.7923,Ses02M_impro06_F009,sad,2.5,2.5,3.0
156.5503,158.1019,Ses02M_impro06_F010,sad,3.5,2.0,3.0
166.6705,168.5463,Ses02M_impro06_F011,sad,2.5,1.5,2.5
173.6388,178.3072,Ses02M_impro06_F012,sad,3.0,2.0,3.5
186.3551,188.9257,Ses02M_impro06_F013,sad,2.5,2.0,3.0
220.421,223.2463,Ses02M_impro06_F014,sad,2.0,1.5,2.5
233.1349,235.1265,Ses02M_impro06_F015,sad,2.5,1.5,2.5
236.4697,238.2529,Ses02M_impro06_F016,sad,2.5,1.5,2.5
243.9962,246.0341,Ses02M_impro06_F017,sad,2.5,2.0,2.5
252.1016,254.1164,Ses02M_impro06_F018,sad,2.5,2.0,3.0
11.52,13.4781,Ses02M_impro06_M000,sad,2.0,1.5,2.5
18.65,23.1,Ses02M_impro06_M001,sad,1.5,2.5,2.5
24.08,39.1144,Ses02M_impro06_M002,sad,1.5,2.5,3.5
41.14,49.11,Ses02M_impro06_M003,sad,1.5,2.0,3.5
51.6,68.52,Ses02M_impro06_M004,sad,1.5,1.5,4.0
75.87,85.22,Ses02M_impro06_M005,sad,1.5,2.5,3.5
85.85,98.7934,Ses02M_impro06_M006,sad,1.5,2.0,3.5
99.82,106.3,Ses02M_impro06_M007,sad,2.0,2.0,3.5
110.6,117.5764,Ses02M_impro06_M008,sad,1.5,2.5,3.5
118.1717,135.9394,Ses02M_impro06_M009,sad,2.0,3.0,4.0
141.8896,145.6285,Ses02M_impro06_M010,sad,2.5,2.0,2.5
148.7303,156.14,Ses02M_impro06_M011,sad,2.5,2.0,3.5
156.17,159.05,Ses02M_impro06_M012,sad,3.0,2.0,3.5
159.11,165.054,Ses02M_impro06_M013,sad,2.0,1.5,3.0
168.14,172.8868,Ses02M_impro06_M014,sad,3.0,2.5,3.0
179.1531,186.6204,Ses02M_impro06_M015,sad,2.0,1.5,3.0
187.1193,199.208,Ses02M_impro06_M016,sad,1.0,3.5,4.5
199.2311,214.1921,Ses02M_impro06_M017,sad,1.5,3.0,4.5
215.2678,217.8787,Ses02M_impro06_M018,sad,1.5,2.5,3.5
223.9257,233.6212,Ses02M_impro06_M019,sad,2.0,2.0,4.0
234.8486,236.6781,Ses02M_impro06_M020,sad,2.5,2.5,2.5
238.2546,243.8107,Ses02M_impro06_M021,sad,2.0,2.0,3.0
246.265,248.3433,Ses02M_impro06_M022,sad,2.5,3.0,3.0
249.1373,252.0553,Ses02M_impro06_M023,sad,2.5,2.5,2.5
8.4007,10.503,Ses02M_impro07_F000,hap,3.5,3.5,3.0
13.6194,17.8381,Ses02M_impro07_F001,hap,4.0,3.0,2.5
22.7069,25.1307,Ses02M_impro07_F003,hap,4.5,4.0,3.5
31.0413,33.0824,Ses02M_impro07_F004,hap,4.5,4.5,4.0
34.8528,36.7393,Ses02M_impro07_F005,hap,4.5,4.0,3.5
39.6095,41.89,Ses02M_impro07_F006,hap,5.0,4.5,4.0
43.1601,50.6653,Ses02M_impro07_F007,hap,4.0,3.5,4.0
50.6866,52.39,Ses02M_impro07_F008,hap,4.0,3.0,3.0
57.9792,59.3824,Ses02M_impro07_F009,hap,3.0,3.5,3.0
60.2966,64.003,Ses02M_impro07_F010,hap,4.5,4.0,4.0
69.35,70.96,Ses02M_impro07_F011,hap,4.0,3.0,3.0
72.36,73.63,Ses02M_impro07_F012,hap,4.5,3.5,3.0
75.3283,77.74,Ses02M_impro07_F013,hap,4.5,4.5,3.5
77.75,81.2389,Ses02M_impro07_F014,hap,4.0,4.5,3.5
85.2147,86.8093,Ses02M_impro07_F015,hap,3.5,2.5,3.0
87.10700000000001,89.15,Ses02M_impro07_F016,hap,3.5,3.0,3.0
89.16,93.4853,Ses02M_impro07_F017,hap,3.5,3.0,3.5
93.4953,101.52,Ses02M_impro07_F018,hap,4.5,4.5,4.0
105.01,107.0074,Ses02M_impro07_F019,hap,3.5,2.5,3.5
114.23,117.6,Ses02M_impro07_F020,hap,4.0,3.0,3.0
132.2869,133.924,Ses02M_impro07_F021,hap,3.5,2.5,3.0
136.79,139.06,Ses02M_impro07_F022,hap,4.5,4.5,3.5
139.28,143.28,Ses02M_impro07_F023,hap,3.5,3.5,3.0
148.79,150.85,Ses02M_impro07_F024,hap,4.0,3.5,3.0
153.3231,159.1397,Ses02M_impro07_F025,hap,4.0,3.5,3.5
160.05,161.54,Ses02M_impro07_F026,hap,4.0,3.0,3.5
164.0912,166.0,Ses02M_impro07_F027,hap,3.5,2.5,3.5
166.01,170.8121,Ses02M_impro07_F028,hap,4.0,3.0,3.5
171.38,175.79,Ses02M_impro07_F029,hap,4.0,3.0,3.0
17.5987,19.0925,Ses02M_impro07_M002,hap,5.0,4.0,4.0
38.7046,41.1736,Ses02M_impro07_M006,hap,4.5,4.5,4.5
41.207,46.0942,Ses02M_impro07_M007,hap,4.5,4.0,4.5
50.8832,52.08,Ses02M_impro07_M008,hap,3.5,3.0,3.5
52.09,58.0,Ses02M_impro07_M009,hap,3.0,4.0,4.0
58.01,59.45,Ses02M_impro07_M010,hap,3.0,3.0,2.5
59.46,61.22,Ses02M_impro07_M011,hap,3.5,2.5,2.5
69.37,71.0,Ses02M_impro07_M013,hap,3.5,3.0,3.0
71.01,74.2,Ses02M_impro07_M014,hap,4.5,3.5,4.0
74.21,77.7582,Ses02M_impro07_M015,hap,4.5,4.0,4.0
85.79,89.2,Ses02M_impro07_M017,hap,4.0,3.5,3.5
89.21,90.22,Ses02M_impro07_M018,hap,3.5,3.0,3.0
90.29,92.46,Ses02M_impro07_M019,hap,4.5,4.0,3.0
93.5,97.81,Ses02M_impro07_M020,hap,4.5,4.0,4.0
100.03,105.21,Ses02M_impro07_M021,hap,4.5,3.5,4.5
105.22,106.8379,Ses02M_impro07_M022,hap,3.5,2.5,2.5
106.86,114.29,Ses02M_impro07_M023,hap,3.5,4.0,2.5
114.3,116.82,Ses02M_impro07_M024,hap,3.0,3.5,2.5
116.83,123.97,Ses02M_impro07_M025,hap,3.5,3.5,4.0
123.98,133.33,Ses02M_impro07_M026,hap,4.0,4.0,4.0
146.4611,153.91,Ses02M_impro07_M029,hap,3.5,4.0,4.0
156.41,158.27,Ses02M_impro07_M030,hap,4.0,2.5,3.5
158.28,166.5386,Ses02M_impro07_M031,hap,4.0,4.0,3.5
170.692,174.8175,Ses02M_impro07_M032,hap,4.5,3.0,4.0
5.8326,11.4941,Ses02M_impro08_F000,hap,4.0,3.6667,2.6667
11.5765,17.4979,Ses02M_impro08_F001,hap,3.0,4.0,3.3333
17.5233,23.6412,Ses02M_impro08_F002,hap,2.6667,3.6667,3.3333
61.0932,63.8674,Ses02M_impro08_F006,neu,3.6667,3.6667,2.3333
63.8928,69.3915,Ses02M_impro08_F007,neu,2.6667,3.6667,2.6667
69.5168,73.9495,Ses02M_impro08_F008,neu,3.0,3.6667,2.6667
80.9592,88.8614,Ses02M_impro08_F010,neu,3.0,3.3333,2.0
147.8773,151.8393,Ses02M_impro08_F019,neu,2.6667,2.6667,2.0
187.3229,188.6099,Ses02M_impro08_F023,hap,4.0,3.0,2.3333
190.8923,191.894,Ses02M_impro08_F024,hap,3.0,2.3333,2.0
199.9925,201.4292,Ses02M_impro08_F025,neu,3.6667,3.3333,2.3333
204.8688,206.1096,Ses02M_impro08_F026,neu,3.3333,2.6667,2.0
208.1123,209.3096,Ses02M_impro08_F027,neu,3.6667,2.6667,2.0
210.1273,213.703,Ses02M_impro08_F028,hap,4.0,3.0,3.0
216.1796,218.7792,Ses02M_impro08_F030,hap,3.6667,3.0,2.3333
3.6166,6.0102,Ses02M_impro08_M000,neu,3.6667,3.0,2.6667
22.6205,27.311999999999998,Ses02M_impro08_M002,neu,3.3333,3.0,2.6667
37.923,48.3927,Ses02M_impro08_M003,neu,3.6667,3.3333,3.0
48.4404,51.375,Ses02M_impro08_M004,neu,3.6667,3.6667,3.0
55.1628,57.5574,Ses02M_impro08_M005,neu,4.0,3.6667,2.6667
78.1955,82.6714,Ses02M_impro08_M007,neu,3.0,3.3333,2.6667
87.515,90.9077,Ses02M_impro08_M008,neu,3.0,3.3333,2.6667
94.4263,100.1059,Ses02M_impro08_M009,neu,3.6667,3.0,2.6667
100.1566,102.0586,Ses02M_impro08_M010,neu,3.0,3.0,3.0
103.2505,112.7768,Ses02M_impro08_M011,neu,3.0,3.3333,3.0
112.8186,118.1843,Ses02M_impro08_M012,neu,3.0,2.6667,2.6667
118.8972,121.63600000000001,Ses02M_impro08_M013,neu,3.0,3.0,2.6667
121.6487,124.0197,Ses02M_impro08_M014,neu,3.3333,3.3333,2.3333
124.3367,132.5278,Ses02M_impro08_M015,neu,3.0,3.3333,2.6667
132.5405,135.3819,Ses02M_impro08_M016,neu,3.0,2.6667,2.6667
138.8867,140.1928,Ses02M_impro08_M017,neu,3.0,3.0,3.0
140.7806,141.9234,Ses02M_impro08_M018,neu,3.0,2.3333,2.3333
144.3452,148.4281,Ses02M_impro08_M019,neu,3.0,2.6667,2.6667
149.9623,157.3799,Ses02M_impro08_M020,neu,3.0,2.3333,3.0
157.3926,164.5089,Ses02M_impro08_M021,neu,3.3333,2.6667,3.0
164.5313,166.1633,Ses02M_impro08_M022,neu,3.0,2.6667,2.6667
167.4856,169.3876,Ses02M_impro08_M023,neu,3.0,3.0,2.0
170.5161,172.3926,Ses02M_impro08_M024,neu,3.0,3.3333,2.6667
172.9118,183.6004,Ses02M_impro08_M025,neu,3.0,3.6667,2.6667
183.9704,187.7147,Ses02M_impro08_M026,neu,3.3333,2.6667,2.6667
187.7365,191.1325,Ses02M_impro08_M027,neu,3.3333,3.0,3.0
191.4882,197.1767,Ses02M_impro08_M028,neu,3.0,3.0,3.0
197.30200000000002,208.1746,Ses02M_impro08_M029,neu,3.0,3.6667,3.3333
208.2,212.2955,Ses02M_impro08_M030,neu,3.3333,2.6667,2.6667
212.7393,216.27700000000002,Ses02M_impro08_M031,neu,3.3333,3.0,2.3333
18.22,20.075,Ses03F_impro01_F002,neu,2.6667,2.3333,2.3333
14.52,18.7025,Ses03F_impro01_M001,neu,2.6667,2.3333,2.0
20.28,27.9575,Ses03F_impro01_M002,neu,3.0,2.6667,3.3333
31.3775,32.68,Ses03F_impro01_M003,neu,3.0,3.0,3.0
36.7475,39.12,Ses03F_impro01_M004,neu,3.0,2.0,2.6667
39.21,40.8066,Ses03F_impro01_M005,neu,3.0,2.6667,2.6667
7.63,9.54,Ses03F_impro02_F000,neu,4.0,2.5,1.0
12.19,13.21,Ses03F_impro02_F001,neu,3.5,2.0,1.0
31.46,32.595,Ses03F_impro02_F005,hap,4.0,2.0,1.0
45.3025,50.76,Ses03F_impro02_F007,hap,3.0,3.0,1.5
51.31,64.64,Ses03F_impro02_F008,sad,2.5,2.0,1.5
75.09,76.91,Ses03F_impro02_F010,sad,3.0,2.5,1.5
77.0475,81.45,Ses03F_impro02_F011,sad,2.5,2.0,1.5
82.89,83.89,Ses03F_impro02_F012,sad,2.0,1.5,1.0
99.015,100.88,Ses03F_impro02_F015,sad,2.5,2.0,1.5
118.4,122.1275,Ses03F_impro02_F018,sad,2.0,3.0,2.5
124.1475,128.2825,Ses03F_impro02_F019,sad,2.0,2.0,1.5
131.16,134.95,Ses03F_impro02_F020,sad,1.5,2.0,1.5
134.99,141.61,Ses03F_impro02_F021,sad,2.0,3.5,1.5
156.325,158.6525,Ses03F_impro02_F023,sad,2.0,3.0,1.5
161.285,165.745,Ses03F_impro02_F024,sad,2.0,3.5,2.5
169.3125,171.28,Ses03F_impro02_F025,sad,1.5,2.0,2.0
171.9575,174.2475,Ses03F_impro02_F026,sad,1.5,1.5,1.5
176.035,181.5675,Ses03F_impro02_F027,sad,2.0,3.0,2.0
186.67,189.005,Ses03F_impro02_F028,sad,2.0,2.0,1.5
196.32,204.935,Ses03F_impro02_F029,sad,1.5,2.5,1.5
214.72,219.055,Ses03F_impro02_F031,sad,3.5,2.5,3.0
219.5625,221.0025,Ses03F_impro02_F032,sad,2.0,2.5,1.0
236.69,239.74,Ses03F_impro02_F034,sad,3.0,3.5,2.0
239.8,243.3049,Ses03F_impro02_F035,sad,3.0,3.5,2.0
255.8325,262.105,Ses03F_impro02_F036,sad,1.5,2.0,1.5
269.1575,276.73,Ses03F_impro02_F037,sad,2.0,2.5,1.5
282.34,285.07,Ses03F_impro02_F038,sad,1.5,2.5,1.5
285.8625,289.3775,Ses03F_impro02_F039,sad,1.5,2.0,2.0
293.59,295.175,Ses03F_impro02_F040,sad,2.0,3.0,1.5
296.975,303.925,Ses03F_impro02_F041,sad,1.5,2.0,1.5
305.5025,307.16,Ses03F_impro02_F042,sad,1.5,2.0,1.0
308.9325,311.22,Ses03F_impro02_F043,sad,2.0,2.5,2.0
10.0719,11.88,Ses03F_impro02_M000,neu,2.5,2.0,2.0
25.8175,33.2575,Ses03F_impro02_M001,hap,4.0,2.5,2.5
94.98,98.1925,Ses03F_impro02_M007,ang,1.5,4.0,2.0
150.755,152.9,Ses03F_impro02_M014,sad,1.5,3.5,1.5
158.135,161.2675,Ses03F_impro02_M016,sad,2.0,2.5,2.0
170.23,171.8775,Ses03F_impro02_M017,sad,2.0,2.0,2.0
182.25,186.34,Ses03F_impro02_M018,sad,2.0,3.0,2.0
189.92,195.42,Ses03F_impro02_M019,sad,2.0,2.0,1.5
204.38,208.49,Ses03F_impro02_M020,sad,1.5,2.0,2.0
209.085,211.16,Ses03F_impro02_M021,sad,1.5,2.5,1.5
226.695,229.12,Ses03F_impro02_M024,sad,2.0,2.0,3.0
242.01,244.31,Ses03F_impro02_M025,sad,1.5,2.5,2.5
249.0675,255.595,Ses03F_impro02_M027,ang,2.0,3.5,2.5
264.3225,269.64,Ses03F_impro02_M028,sad,1.5,2.0,2.0
277.86,282.62,Ses03F_impro02_M029,sad,1.5,2.0,2.0
311.35,313.62,Ses03F_impro02_M031,sad,1.5,2.0,1.5
52.1844,57.3954,Ses03F_impro03_F004,hap,3.5,4.0,3.5
57.4608,60.2412,Ses03F_impro03_F005,hap,3.5,3.0,3.0
60.2739,67.3326,Ses03F_impro03_F006,hap,4.0,4.5,4.5
67.46600000000001,72.6274,Ses03F_impro03_F007,hap,4.0,4.5,4.0
72.6493,77.98100000000001,Ses03F_impro03_F008,hap,4.0,4.0,3.5
78.3325,86.6601,Ses03F_impro03_F009,hap,4.0,4.0,3.5
91.0978,100.3984,Ses03F_impro03_F011,hap,4.5,4.0,4.5
102.1865,105.5993,Ses03F_impro03_F012,hap,4.5,4.5,4.5
105.6538,109.4775,Ses03F_impro03_F013,hap,3.5,4.0,3.5
109.6125,111.99,Ses03F_impro03_F014,hap,4.0,3.5,4.0
112.31,119.3266,Ses03F_impro03_F015,hap,4.0,4.0,4.0
119.3484,121.015,Ses03F_impro03_F016,hap,4.0,3.0,3.0
121.06,122.9466,Ses03F_impro03_F017,hap,4.0,2.5,3.0
123.0011,125.3344,Ses03F_impro03_F018,hap,3.5,3.0,3.0
129.4075,135.3764,Ses03F_impro03_F019,hap,3.5,3.5,3.0
138.7565,142.0166,Ses03F_impro03_F020,hap,3.0,4.0,4.0
142.1038,147.94799999999998,Ses03F_impro03_F021,hap,3.5,3.5,3.5
164.6825,167.9625,Ses03F_impro03_F024,hap,4.5,4.5,4.0
2.1064,8.98,Ses03F_impro03_M000,hap,4.5,4.0,4.0
10.32,14.51,Ses03F_impro03_M001,hap,4.5,4.5,4.0
16.5675,19.0675,Ses03F_impro03_M002,hap,4.0,3.0,3.5
29.9407,31.5653,Ses03F_impro03_M005,hap,4.0,3.0,4.0
35.3225,41.09,Ses03F_impro03_M006,hap,4.5,3.5,4.0
45.0201,50.9625,Ses03F_impro03_M007,hap,4.5,4.0,3.5
